Time, tau_r1, tau_r2, tau_r3, tau_r4, tau_r5, tau_r6, tau_n1, tau_n2, tau_n3, tau_n4, tau_n5, tau_n6,
59.386, -3.59889, 35.6101, 12.7695, -3.3714, 7.15774, -2.85272, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.486, 5.30363, 27.0864, 13.4219, -3.16393, 6.79467, -2.59339, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.586, 12.1226, 25.3817, 13.0491, -3.00833, 6.95027, -2.38591, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.686, 16.1003, 23.8663, 13.2355, -3.26767, 6.17226, -2.23031, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.786, 16.858, 21.9722, 11.9306, -3.31953, 7.41708, -1.97097, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.886, 16.858, 20.4569, 11.2781, -3.83821, 7.93576, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
59.986, 18.1839, 21.0251, 10.9985, -4.20128, 7.31335, -0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.086, 17.9945, 18.7521, 9.5072, -7.10588, 7.41708, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.186, 16.1003, 20.2674, 10.9985, -7.98763, 7.26148, 1.91911, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.286, 14.3956, 20.2674, 9.13437, -7.41708, 6.27599, 2.07471, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.386, 11.5543, 18.1839, 10.6257, -7.15774, 7.05401, 1.71163, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.486, 9.66019, 18.9415, 10.7189, -7.62455, 5.23864, 1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.586, 7.3872, 17.4262, 10.4393, -7.57269, 8.29883, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.686, 6.06129, 15.7215, 11.2781, -7.00214, 7.15774, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.786, 4.9248, 15.1532, 11.9306, -6.7428, 6.89841, 1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.886, 4.73539, 18.7521, 10.9053, -6.84654, 6.01665, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
60.986, 3.78831, 17.6156, 11.8374, -7.00214, 7.05401, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.086, 3.59889, 19.8886, 11.5578, -7.05401, 6.53533, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.186, 3.40948, 21.2145, 11.7442, -7.05401, 6.32786, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.286, 3.22006, 20.4569, 11.1849, -7.52082, 6.22413, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.386, 1.32591, 25.0028, 11.2781, -7.41708, 6.69093, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.486, -1.51532, 31.2535, 14.354, -7.52082, 4.46062, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.586, -6.25071, 54.5516, 26.005, -7.67642, 1.08922, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.686, -9.28136, 66.106, 29.9197, -7.72829, 0.570545, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.786, -12.5014, 77.6603, 31.1314, -7.52082, -0.363074, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.886, -14.2062, 76.145, 33.3684, -7.46895, 0.311206, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
61.986, -16.858, 75.1979, 36.0714, -7.67642, -0.622413, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.086, -19.5098, 72.1673, 35.3258, -8.14323, -0.0518677, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.186, -20.2674, 63.833, 39.9862, -8.14323, 0.0518677, 2.54152, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.286, -17.0474, 56.2564, 36.5375, -8.76564, -0.207471, 3.527, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.386, -1.70474, 37.5043, 37.3763, -9.49179, -0.311206, 4.25315, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.486, 23.1087, 14.9638, 40.4522, -9.69926, -2.17844, 3.3714, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.586, 32.0112, 3.97772, 46.6039, -6.63907, -1.24483, 0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.686, 21.9722, -14.3956, 53.4081, -4.14942, -1.65977, -3.57887, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.786, -0.568246, -23.2981, 49.1205, -3.527, -3.68261, -2.59339, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.886, -14.9638, -25.1923, 49.9594, -4.30502, -4.14942, -2.17844, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
62.986, -16.6686, -25.0028, 47.536, -4.46062, -3.57887, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.086, -16.858, -29.3594, 48.9341, -4.30502, -0.67428, -1.7635, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.186, -14.585, -31.8218, 53.7809, -5.1349, -3.3714, -1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.286, -15.1532, -31.0641, 46.1379, -5.03117, -2.02284, -1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.386, -15.3426, -31.8218, 46.3243, -4.56436, -3.00833, -1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.486, -14.3956, -31.8218, 45.9515, -4.46062, -5.08304, -1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.586, -13.6379, -31.443, 51.8235, -4.66809, -2.54152, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.686, -12.312, -27.8441, 46.9767, -4.56436, -3.83821, -0.570545, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.786, -11.7438, -23.2981, 39.1473, -5.08304, -4.30502, -0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.886, -20.078, 17.805, 37.7492, -4.46062, -4.8237, -0.311206, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
63.986, -27.8441, 75.3873, 15.7521, -3.99381, 3.47514, -0.518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.086, -28.7911, 207.789, -12.0238, -4.71996, 8.40257, -1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.186, -16.2897, 203.053, -16.9638, -5.80918, 6.06852, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.286, -0.757662, 156.078, -7.36342, -7.41708, 4.14942, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.386, 9.8496, 141.304, -1.58453, -9.64739, 8.3507, -0.0518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.486, 12.5014, 132.401, -0.372831, -8.71378, 8.29883, 0.103735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.586, 14.3956, 123.499, -0.0932078, -7.46895, 5.18677, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.686, 14.9638, 115.165, 2.05057, -7.72829, 4.87556, 0.570545, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.786, 14.2062, 103.421, 4.84681, -8.71378, 7.15774, 0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.886, 14.3956, 93.1924, 8.2955, -8.76564, 7.78016, 0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
64.986, 15.7215, 88.457, 10.8121, -8.92125, 8.09136, 0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.086, 14.7744, 77.6603, 12.117, -8.66191, 6.17226, 0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.186, 15.5321, 72.7355, 13.2355, -8.5063, 5.49798, 1.14109, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.286, 15.1532, 61.56, 17.9891, -8.81751, 4.30502, 1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.386, 14.0167, 30.8747, 33.0888, -8.45444, 0.311206, 0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.486, 13.2591, 18.3733, 35.6986, -8.5063, -0.518677, 0.622413, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.586, 11.9332, 12.1226, 36.6307, -7.93576, -1.91911, -0, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.686, 11.1755, 11.7438, 37.7492, -7.10588, -0.622413, -0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.786, 10.039, 7.3872, 37.656, -6.79467, -0.622413, -0.518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.886, 8.52369, 8.90252, 39.6133, -6.7428, -2.48965, -0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
65.986, 6.06129, 8.14486, 37.2831, -6.17226, -1.55603, -0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.086, 4.16714, 14.0167, 35.7918, -5.70545, -1.65977, -0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.186, 0.568246, 14.585, 34.5801, -5.96479, -0.778016, -0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.286, -0, 21.4039, 35.7918, -5.75732, -0.363074, -0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.386, -0.378831, 16.2897, 34.4869, -5.60171, -0.933619, -0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.486, -1.70474, 19.5098, 35.2326, -5.39424, -1.40043, -0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.586, -3.03065, 19.8886, 34.0209, -5.08304, -1.24483, -0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.686, -4.16714, 19.131, 32.7159, -5.23864, -2.28218, -1.03735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.786, -5.11422, 20.6463, 34.8597, -5.1349, -2.95646, -0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.886, -6.81895, 20.4569, 33.648, -5.03117, -2.28218, -0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
66.986, -6.81895, 23.1087, 32.2499, -4.77183, -2.43778, -0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.086, -7.76603, 21.7828, 32.2499, -4.77183, -2.80086, -0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.186, -8.52369, 19.6992, 32.2499, -4.61623, -2.33405, -0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.286, -9.09194, 25.9499, 32.9956, -4.87556, -2.17844, -0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.386, -9.47077, 24.8134, 32.2499, -4.61623, -2.80086, -0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.486, -9.66019, 24.2452, 32.4363, -4.66809, -2.17844, -0.881751, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.586, -9.66019, 28.7911, 31.7839, -4.61623, -2.95646, -0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.686, -10.039, 30.6853, 30.3857, -4.71996, -1.40043, -0.933619, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.786, -10.9861, 45.2703, 26.6574, -5.03117, -0.829883, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.886, -11.7438, 94.8971, 7.54983, -5.08304, 4.20128, -1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
67.986, -12.6908, 123.309, 3.6351, -5.44611, 5.86105, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.086, -13.0697, 136.569, -0.0932078, -5.91292, 6.89841, -1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.186, -11.5543, 139.41, -0.279623, -6.27599, 7.78016, -1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.286, -9.8496, 136.758, -4.47398, -6.27599, 4.46062, -1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.386, -7.19779, 124.635, -3.16907, -6.95027, 5.70545, -1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.486, -4.16714, 118.195, 1.39812, -8.5063, 8.1951, -0.103735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.586, -0.378831, 111.187, -1.86416, -7.67642, 6.12039, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.686, 2.27299, 101.337, 0.186416, -6.84654, 6.37973, 0.726148, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.786, 2.65182, 93.1924, 0.83887, -7.31335, 6.22413, 0.985486, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.886, 2.27299, 85.8052, 2.98265, -8.1951, 8.40257, 1.03735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
68.986, -0.378831, 81.4486, 4.00794, -8.24697, 7.62455, 0.829883, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.086, -5.68246, 76.9027, 5.77888, -6.95027, 7.62455, -0.570545, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.186, -11.5543, 66.2954, 7.73625, -5.39424, 7.10588, -1.91911, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.286, -14.7744, 61.9388, 6.89738, -3.47514, 6.84654, -2.23031, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.386, -14.0167, 53.9834, 8.85474, -3.3714, 7.67642, -2.74899, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.486, -3.22006, 46.2174, 11.2781, -3.11206, 6.89841, -3.06019, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.586, 12.8802, 26.1393, 11.0917, -3.06019, 7.57269, -2.90459, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.686, 22.7298, 19.8886, 9.41399, -3.31953, 7.98763, -2.43778, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.786, 26.3287, 14.3956, 9.69361, -4.20128, 8.5063, -1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.886, 23.1087, 12.6908, 6.52455, -7.88389, 8.14323, 1.91911, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
69.986, 17.9945, 9.09194, 5.12643, -7.20961, 8.1951, 2.59339, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.086, 10.9861, 4.9248, 7.08379, -6.63907, 7.20961, 2.28218, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.186, -0.947077, 7.57662, 8.20229, -6.79467, 6.95027, 2.17844, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.286, -6.81895, 13.8273, 9.41399, -6.95027, 7.00214, 1.91911, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.386, -10.039, 15.7215, 11.3714, -6.95027, 5.60171, 1.81537, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.486, -9.66019, 22.1616, 11.1849, -7.10588, 6.12039, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.586, -10.039, 25.7605, 12.7695, -7.05401, 5.75732, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.686, -9.8496, 34.2842, 15.3793, -6.95027, 2.17844, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.786, -9.66019, 46.2174, 22.3699, -7.10588, 0.881751, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.886, -7.57662, 50.7633, 24.4204, -5.65358, 0.0518677, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
70.986, -5.49305, 49.4374, 23.5816, -4.77183, 1.55603, -0, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.086, -3.40948, 32.7689, 15.0997, -4.09755, 5.54984, 0.103735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.186, -0.568246, 17.9945, 10.8121, -5.23864, 6.95027, 1.03735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.286, -0, 17.2368, 10.5325, -7.05401, 6.48346, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.386, -0.378831, 16.858, 11.8374, -7.41708, 6.48346, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.486, -1.13649, 19.131, 11.9306, -7.57269, 5.86105, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.586, -1.89415, 20.2674, 12.2102, -7.05401, 6.32786, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.686, -0.947077, 17.0474, 12.3034, -7.46895, 7.36521, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.786, -0.189415, 14.585, 11.5578, -7.46895, 6.37973, 1.50416, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.886, 1.32591, 13.4485, 10.4393, -7.31335, 7.36521, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
71.986, 1.32591, 15.7215, 9.97324, -7.72829, 6.89841, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.086, 1.13649, 14.0167, 10.9053, -7.98763, 6.84654, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.186, 1.13649, 15.9109, 10.7189, -7.98763, 7.46895, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.286, 0.378831, 16.6686, 11.5578, -7.83202, 7.57269, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.386, -0.947077, 20.2674, 12.7695, -7.78016, 7.15774, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.486, -3.22006, 28.2229, 12.9559, -7.88389, 5.39424, 1.6079, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.586, -5.68246, 47.3539, 17.8959, -7.88389, 0.622413, 1.55603, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.686, -6.62954, 62.1283, 23.9544, -7.41708, 0.985486, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.786, -9.09194, 66.8636, 25.1661, -7.20961, 0.207471, 1.24483, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.886, -8.52369, 68.1895, 25.8186, -5.60171, 0.155603, 0.466809, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
72.986, -7.57662, 63.833, 25.9118, -4.51249, 0.518677, 0.0518677, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.086, -5.87188, 60.9918, 24.234, -3.78634, 1.08922, -0.103735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.186, -3.97772, 52.0892, 23.768, -3.73448, 1.08922, 0.103735, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.286, -3.59889, 38.2619, 20.7853, -5.23864, 5.80918, 1.08922, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.386, -3.97772, 30.1171, 16.4046, -5.65358, 5.96479, 1.19296, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.486, -4.54597, 28.0335, 13.888, -5.91292, 5.96479, 1.29669, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.586, -4.54597, 29.5488, 12.117, -5.91292, 5.75732, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.686, -4.54597, 28.2229, 11.9306, -6.01665, 6.69093, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.786, -4.35655, 28.0335, 11.5578, -6.06852, 6.37973, 1.34856, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.886, -4.54597, 28.2229, 11.3714, -6.12039, 6.79467, 1.40043, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
73.986, -4.9248, 28.6017, 10.1597, -6.22413, 6.79467, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
74.086, -4.73539, 28.0335, 10.4393, -6.32786, 6.27599, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
74.186, -4.9248, 27.0864, 10.4393, -6.32786, 5.54984, 1.4523, -6.97903e-05, 20.5548, 20.5526, -6.06557, 0.00374173, 4.59643e-07, 
